Country Name,Country Code,Year,ATM Usage,GDP,High Tech Export ($M),High Tech Import,Internet Subscription Per 100,Internet Usage Per 100,IP Income($M),Labour Force (M),Med_High Tech Manufacturing,Mobile Sub Per 100,Personal Remittance ($M),Poverty Count,Stock Traded $B,Tech Cooperation Grant($M),Unemployment Rate,Med High Tech Export
Kenya,KEN,2015,9.64,2.68,81.21,28.96,0.29,16.59,77.53,19.72,14.88,80.5,1440.85,29.4,1.48,230.29,2.8,20.85
Korea, Rep.,2015,288.59,2.56,149049.32,48.08,37.97,87.56,8616.6,26.63,59.78,113.32,6475.4,0.2,97.01,0.0,2.75,72.42
Luxembourg,LUX,2015,105.23,-0.12,702.2,32.26,34.3,96.38,1352.51,0.28,23.67,141.69,1888.09,0.3,0.16,0.0,5.85,43.48
Malaysia,MYS,2015,56.07,3.53,64451.56,37.23,9.86,71.06,1395.33,14.68,43.1,141.96,1579.52,0.01,42.2,39.63,2.88,61.76
Malta,MLT,2015,55.31,7.02,634.07,55.35,35.75,75.96,510.75,0.21,37.99,114.8,252.78,0.1,0.53,0.0,5.73,41.42
Mauritius,MUS,2015,45.04,3.55,1.29,52.61,15.27,50.14,13.49,0.6,4.99,136.28,327.04,0.05,3.54,20.06,7.47,4.01
Mexico,MEX,2015,50.45,2.09,60215.24,31.7,12.28,57.43,3801.44,51.65,39.69,89.63,24802.08,1.9,9.73,126.92,4.81,80.9
Montenegro,MNE,2015,70.95,3.33,11.85,52.49,17.73,68.12,4.46,0.27,14.86,158.98,543.35,1.3,0.35,11.64,18.05,23.58
Morocco,MAR,2015,25.28,3.02,564.39,39.75,3.31,57.08,73.9,11.83,30.4,124.28,7788.7,0.13,2.55,277.76,9.7,51.48
Namibia,NAM,2015,56.7,2.45,6.26,59.55,3.08,25.69,6.94,0.87,7.35,111.7,80.72,15.6,0.56,38.38,18.52,7.19
Netherlands,NLD,2015,53.65,1.51,69698.58,65.65,41.25,91.72,37444.37,9.03,47.28,122.11,1482.64,0.1,53.37,0.0,7.42,55.41
Nigeria,NGA,2015,16.19,0.08,495.1,28.84,0.01,24.5,258.58,55.76,33.44,81.97,20999.08,32.3,0.89,376.59,3.94,50.66
Norway,NOR,2015,48.32,0.85,5035.41,40.35,39.51,96.81,668.15,2.72,32.26,110.11,759.95,0.2,20.4,0.0,3.48,53.33
Pakistan,PAK,2015,7.27,3.38,266.54,39.71,0.85,11.0,126.0,65.27,22.77,59.68,17244.0,5.1,0.22,240.31,1.83,9.39
Peru,PER,2015,56.73,2.05,219.75,34.24,6.51,40.85,394.28,16.68,14.68,111.47,2636.54,4.7,1.61,150.89,3.21,7.16
Philippines,PHL,2015,23.18,4.59,12557.11,20.81,2.81,36.9,529.35,42.18,41.68,114.37,28690.8,6.5,14.19,223.18,3.6,75.87
Poland,POL,2015,63.41,4.45,16500.62,47.32,18.85,68.0,2693.0,18.39,33.98,141.46,7468.0,0.4,10.72,0.0,8.99,56.1
Portugal,PRT,2015,176.87,2.21,2095.87,35.37,30.31,68.63,517.7,5.23,24.41,113.02,437.46,0.5,20.36,0.0,13.9,39.39
Romania,ROU,2015,65.12,3.65,4436.06,52.67,21.41,55.76,879.8,9.21,41.39,116.15,5083.52,5.3,0.78,0.0,6.8,58.2
Russian Federation,RUS,2015,185.41,-2.18,11449.52,41.84,18.54,70.1,8370.79,75.43,28.56,156.77,7776.54,0.01,7.77,0.0,5.16,27.96
Serbia,SRB,2015,44.13,2.31,390.51,42.72,18.66,65.32,221.2,3.17,25.74,129.38,3696.03,6.6,0.33,95.07,19.22,46.54
Slovak Republic,SVK,2015,58.91,5.07,7461.13,32.89,23.48,77.63,571.82,2.72,49.39,123.06,2395.64,0.7,0.01,0.0,13.18,70.66
South Africa,ZAF,2015,65.5,-0.76,2818.23,32.42,2.52,51.92,1936.69,21.98,24.43,157.49,913.4,3.5,64.45,165.19,22.61,49.93
Spain,ESP,2015,118.66,3.92,13109.48,19.34,29.17,78.69,4514.28,23.09,38.52,109.99,3130.37,0.9,72.29,0.0,24.44,56.78
Thailand,THA,2015,114.21,2.64,38815.03,32.42,8.86,39.32,4593.4,40.21,41.36,146.44,6524.11,0.07,76.26,94.43,0.58,62.66
Tunisia,TUN,2015,24.5,-0.16,838.43,22.17,4.97,46.5,13.66,4.1,25.05,126.29,2346.62,0.1,1.76,171.19,14.26,47.37
Turkiye,TUR,2015,79.61,4.04,3872.1,26.05,11.93,53.74,1582.0,29.6,29.78,92.46,1739.0,0.2,39.38,159.71,9.88,42.85
Ukraine,UKR,2015,95.09,-9.44,1494.82,29.94,11.64,48.88,1072.0,21.67,30.03,142.0,7354.0,0.1,0.09,309.23,9.27,37.56
United Kingdom,GBR,2015,129.51,1.58,74578.6,44.66,37.81,92.0,9634.65,33.33,42.54,121.5,4937.27,0.2,76.9,0.0,6.11,68.99
United States,USA,2015,15.81,1.95,175243.75,40.98,31.49,74.55,35294.0,159.54,46.6,102.31,6503.0,1.2,222.08,0.0,6.17,65.29
West Bank and Gaza,PSE,2015,22.04,1.37,5.86,21.33,6.06,56.7,0.73,1.04,2.19,77.96,1804.54,0.06,2.53,144.44,20.53,12.27
Zambia,ZMB,2015,10.48,-0.31,52.7,14.96,0.14,8.8,1.77,5.03,10.08,71.13,58.3,61.4,0.02,77.4,8.13,29.83
Argentina,ARG,2016,47.51,-3.11,1333.43,39.03,16.61,70.97,2099.0,19.23,26.92,145.92,494.43,0.7,0.45,35.72,7.52,44.12
Australia,AUS,2016,163.9,1.14,5375.12,28.34,30.48,86.54,3973.57,12.55,26.7,109.73,2174.65,0.5,55.58,0.0,6.05,21.82
Austria,AUT,2016,183.27,0.89,17333.74,43.29,28.88,84.32,1777.04,4.5,45.43,126.82,2863.61,0.7,8.31,0.0,5.72,62.53
Bangladesh,BGD,2016,7.09,5.8,31.74,11.93,4.13,18.1,30.13,62.01,7.81,85.1,15295.54,13.5,6.98,179.11,4.37,1.87
Belgium,BEL,2016,90.02,0.76,27174.31,49.13,37.73,86.52,3404.14,4.99,49.27,110.9,10464.91,0.1,11.82,0.0,8.48,53.63
Brazil,BRA,2016,114.97,-4.06,10375.41,49.65,12.99,60.87,6147.33,101.3,32.78,117.99,2896.91,4.7,23.3,189.58,8.56,41.2
Bulgaria,BGR,2016,91.27,3.77,1366.7,36.72,23.43,59.83,229.82,3.33,25.68,123.85,1494.74,2.0,0.43,0.0,9.14,43.44
Canada,CAN,2016,221.49,-0.14,26201.9,38.18,37.07,91.16,11712.16,19.69,37.15,85.15,1274.26,0.2,70.42,0.0,6.91,60.0
Chile,CHL,2016,55.88,0.55,720.58,34.92,16.06,83.56,1614.63,8.57,7.96,128.86,58.99,0.25,8.11,41.51,6.49,11.74
China,CHN,2016,76.65,6.24,594520.85,24.78,23.01,53.2,22613.8,780.71,41.45,97.36,33104.68,0.8,355.52,476.44,4.65,59.13
Colombia,COL,2016,41.31,1.0,766.93,37.44,12.42,58.14,1401.05,24.76,23.33,123.22,5001.6,4.9,3.95,122.08,8.3,42.85
Costa Rica,CRI,2016,60.6,3.15,951.89,27.52,12.92,65.88,454.7,2.38,15.22,168.46,551.99,1.3,0.09,23.64,8.42,49.91
Cote d'Ivoire,CIV,2016,6.95,4.44,126.53,24.34,0.56,41.21,2.89,8.62,14.99,113.37,336.38,4.07,1.14,60.72,2.7,32.22
Croatia,HRV,2016,122.98,4.29,1336.11,46.64,24.71,72.7,275.98,1.9,25.74,104.51,2676.95,0.6,0.84,7.68,16.18,46.76
Cyprus,CYP,2016,51.2,6.09,56.1,33.6,32.58,75.9,39.13,0.62,18.78,132.64,297.85,0.04,0.66,0.0,14.91,38.83
Egypt, Arab Rep.,2016,12.06,2.1,89.65,28.22,3.92,37.82,327.5,30.66,18.21,96.21,19570.4,0.9,8.65,187.38,13.1,32.61
France,FRA,2016,107.23,0.83,108744.12,52.24,43.26,79.27,12764.95,30.49,49.89,105.6,24066.99,0.1,54.46,0.0,10.35,66.99
Germany,DEU,2016,122.3,1.41,205076.6,43.53,38.7,84.17,10729.01,42.66,60.91,125.67,15565.85,0.02,43.03,0.0,4.62,74.34
Ghana,GHA,2016,9.99,0.98,21.06,48.74,0.29,28.0,4.08,12.22,10.84,129.61,4982.44,25.2,0.14,137.31,6.81,15.85
Greece,GRC,2016,58.68,-0.07,1415.19,20.15,33.63,69.09,445.97,4.79,18.31,116.64,509.34,1.0,9.17,0.0,24.9,28.65
Hungary,HUN,2016,57.25,2.5,15878.52,64.16,28.68,79.26,1701.54,4.59,56.3,101.39,3953.86,1.3,5.94,0.0,6.81,76.52
India,IND,2016,19.64,6.98,14261.35,49.84,1.39,16.5,4848.71,476.68,41.39,84.25,68909.69,18.1,38.13,389.26,7.92,34.07
Indonesia,IDN,2016,52.97,3.93,5415.6,37.24,2.0,25.45,1861.87,126.14,30.97,147.25,9659.17,7.5,8.72,403.84,4.51,29.65
Ireland,IRL,2016,92.06,0.86,37981.8,78.02,28.84,83.5,57267.75,2.29,54.31,103.38,603.61,0.1,7.17,0.0,9.91,56.5
Israel,ISR,2016,101.52,2.49,12189.27,49.2,27.67,79.65,1135.7,3.86,39.0,129.55,853.1,0.2,18.58,0.0,5.25,56.62
Italy,ITA,2016,96.25,1.47,31085.83,42.33,25.89,61.32,5179.74,25.65,41.98,142.98,9607.74,1.6,25.34,0.0,11.9,55.72
Japan,JPN,2016,127.65,0.81,99101.2,53.66,31.34,93.18,20941.6,66.06,56.57,131.39,3325.1,0.06,125.35,0.0,3.39,81.31
Kazakhstan,KAZ,2016,71.12,-0.33,2073.67,53.01,13.0,74.59,93.68,9.02,12.5,141.24,294.27,0.1,1.44,55.43,4.93,41.45
Kenya,KEN,2016,9.69,1.94,136.06,28.22,0.28,16.6,147.5,20.34,14.55,81.39,1569.27,2.67,0.97,209.16,2.77,24.46
Korea, Rep.,2016,280.81,2.27,147041.12,49.14,39.27,89.9,9836.8,27.39,60.35,115.57,6573.5,0.1,86.48,0.0,3.08,76.18
Luxembourg,LUX,2016,108.33,2.74,811.59,32.91,34.82,98.14,1702.49,0.29,20.41,130.97,1675.23,0.1,0.16,0.0,6.67,45.83
Malaysia,MYS,2016,54.27,2.93,63195.05,38.63,8.62,78.79,1423.86,15.04,44.12,137.87,1643.72,0.01,36.99,32.5,3.1,62.47
Malta,MLT,2016,55.27,1.04,582.92,55.45,36.62,78.08,555.4,0.21,36.99,125.18,274.4,0.1,0.8,0.0,5.38,57.73
Mauritius,MUS,2016,45.59,3.79,1.05,45.0,16.43,52.19,15.46,0.61,5.24,140.2,223.58,0.05,3.84,15.18,7.41,4.64
Mexico,MEX,2016,52.9,1.47,62439.83,30.44,13.1,59.54,3834.93,52.69,43.24,91.94,26233.17,3.2,8.85,108.25,4.31,80.75
Montenegro,MNE,2016,76.12,2.93,5.17,49.89,18.14,69.88,5.3,0.27,14.86,164.35,469.73,2.5,0.35,12.96,17.55,24.74
Morocco,MAR,2016,26.06,-0.72,602.6,40.0,3.57,58.27,111.11,11.85,32.66,118.18,6903.54,0.13,2.64,232.13,9.46,55.16
Namibia,NAM,2016,58.33,-1.72,24.27,69.7,2.77,31.03,8.62,0.88,7.35,114.49,46.67,1.42,0.24,36.48,20.9,4.01
Netherlands,NLD,2016,49.67,1.65,70989.86,66.53,42.18,90.41,47319.18,9.1,47.44,121.99,2298.09,0.08,31.15,0.0,6.87,55.68
Nigeria,NGA,2016,16.21,-4.05,7.39,29.51,0.06,28.5,252.84,57.87,33.44,81.81,20626.05,11.99,0.83,351.4,4.22,11.52
Norway,NOR,2016,45.81,0.28,4311.78,40.82,40.24,97.3,654.17,2.76,29.78,109.41,608.94,0.3,24.73,0.0,4.3,55.1
Pakistan,PAK,2016,8.45,4.26,311.29,36.67,1.17,12.39,160.0,67.59,22.9,63.92,19306.0,3.31,2.49,245.06,3.57,9.07
Panama,PAN,2016,67.68,3.15,0.82,19.32,10.68,54.0,98.7,1.81,8.0,127.7,554.2,1.5,0.41,14.16,4.37,4.7
Peru,PER,2016,123.1,2.55,186.69,34.33,6.81,45.46,465.59,16.69,15.32,118.63,2725.06,4.6,0.76,120.27,3.27,5.68
Philippines,PHL,2016,25.04,5.27,12557.11,24.28,2.85,39.2,547.03,42.62,40.78,114.51,29799.4,1.85,12.54,197.86,3.07,76.76
Poland,POL,2016,68.45,3.0,16886.38,50.26,19.02,73.3,2945.0,18.33,32.99,137.55,6835.0,0.2,11.03,0.0,7.5,55.8
Portugal,PRT,2016,173.42,2.34,2457.33,36.49,32.67,70.42,660.63,5.2,23.9,111.99,369.22,0.4,9.56,0.0,12.45,40.66
Romania,ROU,2016,68.65,3.45,5254.48,57.1,22.47,59.5,901.3,9.11,40.77,115.67,5391.42,3.2,0.99,0.0,6.81,60.75
Russian Federation,RUS,2016,172.74,0.01,11205.91,41.0,18.95,73.09,8021.37,75.12,28.25,157.72,6903.39,0.01,8.6,0.0,5.57,29.92
Serbia,SRB,2016,45.47,3.88,406.37,42.85,20.61,67.06,224.59,3.14,25.42,129.18,3370.44,6.4,0.33,81.25,17.66,47.03
Slovak Republic,SVK,2016,59.51,1.81,7475.08,43.85,24.61,80.48,672.29,2.74,47.77,128.7,2138.34,1.4,0.1,0.0,11.48,71.69
South Africa,ZAF,2016,68.79,-0.31,2397.48,35.18,2.04,54.0,1732.08,23.12,24.43,146.06,825.25,3.5,67.49,119.74,22.87,50.56
Spain,ESP,2016,116.78,2.95,15598.98,43.85,30.37,80.56,4474.72,23.04,38.77,110.86,2673.41,1.1,81.79,0.0,22.06,58.09
Thailand,THA,2016,117.37,2.98,39026.19,35.32,10.22,47.5,3970.84,40.2,40.13,169.49,5894.67,0.07,67.61,61.85,0.6,63.81
Tunisia,TUN,2016,26.4,0.01,871.06,20.9,5.48,49.6,19.44,4.12,27.57,122.22,1971.38,0.15,1.05,148.2,15.16,51.87
Turkiye,TUR,2016,82.63,1.57,3421.63,42.36,12.96,58.35,1686.0,30.77,29.94,92.65,1385.0,0.2,40.46,137.05,10.24,44.35
Ukraine,UKR,2016,87.12,2.85,1122.99,31.97,12.03,53.0,552.0,21.56,28.44,133.17,8474.0,0.1,0.04,265.24,9.14,35.58
United Kingdom,GBR,2016,131.29,1.39,73806.48,44.76,38.8,94.78,11675.82,33.61,42.19,120.22,5003.39,0.2,53.38,0.0,5.3,70.49
United States,USA,2016,15.81,0.93,173921.74,42.51,32.31,85.54,37562.0,160.64,46.25,103.37,6578.0,1.0,227.39,0.0,5.28,65.74
West Bank and Gaza,PSE,2016,23.07,6.45,4.34,19.4,6.92,59.9,0.92,1.11,2.52,80.1,1817.41,0.5,2.29,125.09,23.0,12.68
Zambia,ZMB,2016,11.26,0.56,256.26,29.34,0.19,10.3,1.89,5.22,9.73,71.67,47.05,11.81,0.02,84.24,8.28,45.35
Argentina,ARG,2017,50.35,1.76,1487.36,39.3,17.8,74.29,2178.07,19.4,27.29,140.5,391.58,0.4,0.78,34.82,8.11,45.42
Australia,AUS,2017,167.7,0.6,4900.49,28.11,32.22,86.55,3526.07,12.73,26.55,108.42,2056.84,0.16,65.89,0.0,5.71,19.02
Austria,AUT,2017,162.92,1.55,17021.3,43.85,28.55,87.94,1459.76,4.58,45.43,123.43,2887.58,0.3,6.71,0.0,6.01,61.27
Bangladesh,BGD,2017,8.03,5.27,31.74,16.12,4.51,19.8,24.37,63.17,7.81,93.29,13574.29,2.88,5.78,189.26,4.35,1.87
Belgium,BEL,2017,88.34,1.23,25234.29,51.54,38.46,87.68,3336.21,5.0,49.23,99.76,10786.36,0.1,11.82,0.0,7.83,53.85
Brazil,BRA,2017,112.1,0.52,10715.07,52.44,13.86,67.47,5517.27,102.28,34.93,106.12,2739.79,5.3,31.25,200.84,11.74,40.85
Bulgaria,BGR,2017,94.16,3.52,1681.8,36.6,25.01,63.41,185.84,3.27,26.85,118.8,1665.57,1.4,0.43,0.0,7.57,42.96
Canada,CAN,2017,223.89,1.81,26937.51,37.99,38.09,92.7,10732.65,19.88,36.35,86.7,1289.32,0.2,75.48,0.0,7.0,56.65
Chile,CHL,2017,53.23,-0.21,634.21,36.89,16.67,82.33,1635.42,8.66,20.12,125.29,64.55,0.3,9.62,45.81,6.73,9.99
China,CHN,2017,81.21,6.3,654156.8,18.94,27.95,54.3,22022.37,780.52,41.45,104.23,26883.28,0.7,162.86,478.55,4.56,59.96
Colombia,COL,2017,41.61,-0.16,692.53,36.89,13.09,62.26,1345.63,25.04,23.27,128.68,5191.96,4.3,5.01,160.46,8.69,41.12
Costa Rica,CRI,2017,63.26,3.14,1106.65,30.92,14.9,71.58,495.83,2.22,14.62,177.02,545.42,1.2,0.06,24.71,8.09,48.46
Cote d'Ivoire,CIV,2017,7.15,4.67,137.43,24.97,0.57,43.84,2.56,8.88,14.99,127.77,342.44,4.07,0.47,64.85,1.9,41.26
Croatia,HRV,2017,127.41,4.66,923.4,49.13,26.14,67.1,267.8,1.84,24.61,102.94,3223.41,0.5,0.61,7.68,13.1,46.82
Cyprus,CYP,2017,50.06,4.75,54.77,14.39,34.21,80.74,39.13,0.62,19.9,136.17,391.57,0.04,0.35,0.0,12.95,32.74
Egypt, Arab Rep.,2017,13.7,2.19,56.1,28.99,4.48,41.25,241.5,30.54,19.84,98.0,18325.4,0.62,4.48,165.57,13.05,34.69
France,FRA,2017,104.74,1.99,108779.75,54.6,44.4,80.5,15660.39,30.51,48.38,107.6,24042.35,0.06,29.07,0.0,10.05,66.06
Germany,DEU,2017,82.52,2.3,195245.4,44.3,40.22,84.39,10117.95,43.57,60.87,132.77,15192.01,0.2,32.4,0.0,4.12,74.23
Ghana,GHA,2017,10.92,5.74,41.16,52.88,0.19,37.88,4.08,12.54,10.84,121.6,2979.93,4.63,0.14,141.25,5.11,18.59
Greece,GRC,2017,59.28,1.29,1383.99,23.93,35.34,69.89,290.74,4.77,18.1,121.0,417.16,0.9,6.33,0.0,23.54,26.55
Hungary,HUN,2017,59.44,4.55,16896.04,62.75,30.2,76.75,2006.47,4.65,56.97,101.59,4171.22,0.6,6.07,0.0,5.11,75.83
India,IND,2017,21.17,5.57,15101.76,49.02,1.32,18.2,5009.03,476.44,41.2,86.32,62744.36,13.4,35.23,352.55,7.84,33.84
Indonesia,IDN,2017,54.34,4.02,5971.48,36.67,2.35,32.34,1652.69,127.34,37.4,164.54,8906.66,6.6,9.7,387.83,4.3,28.09
Ireland,IRL,2017,90.65,7.83,34818.21,79.5,29.31,84.11,70703.01,2.33,54.51,102.66,575.48,0.2,7.47,0.0,8.37,59.58
Israel,ISR,2017,111.05,2.27,12056.94,48.7,28.19,81.58,1061.6,3.93,39.76,126.85,963.4,0.5,16.09,0.0,4.8,59.51
Italy,ITA,2017,94.09,1.82,31878.14,42.35,27.64,63.08,4320.63,25.93,42.69,139.78,9512.83,1.4,25.34,0.0,11.69,55.29
Japan,JPN,2017,127.68,1.76,106183.79,60.75,32.0,91.73,17033.76,66.67,56.91,136.42,3830.45,0.06,104.53,0.0,3.13,81.03
Kazakhstan,KAZ,2017,73.92,2.69,1785.38,55.73,14.07,76.43,149.09,9.07,13.8,145.75,384.17,0.04,0.54,38.33,4.96,35.92
Kenya,KEN,2017,9.16,1.6,48.62,40.06,0.59,17.83,146.18,20.99,12.56,87.47,1744.64,2.67,1.09,215.97,2.76,19.9
Korea, Rep.,2017,275.88,2.54,135900.46,49.97,40.06,92.84,10546.0,27.79,59.84,119.46,6463.9,0.2,125.79,0.0,3.55,75.96
Luxembourg,LUX,2017,110.56,-1.12,622.26,31.97,35.99,97.36,1995.63,0.29,21.77,133.16,1739.88,0.3,0.11,0.0,6.29,45.84
Malaysia,MYS,2017,50.61,4.33,74120.47,37.43,8.41,80.14,1294.97,15.33,44.01,132.41,1603.92,0.01,32.63,35.38,3.44,63.38
Malta,MLT,2017,55.04,7.93,650.67,55.64,37.81,81.01,679.18,0.22,42.7,126.12,251.43,0.2,0.63,0.0,4.69,42.24
Mauritius,MUS,2017,44.5,3.84,28.41,41.24,19.0,55.4,15.75,0.6,4.65,142.07,194.07,0.1,2.54,14.36,6.81,14.31
Mexico,MEX,2017,54.59,1.02,69631.04,30.14,13.84,53.03,3947.79,53.53,44.44,93.07,28690.96,1.9,10.38,114.43,3.86,80.94
Montenegro,MNE,2017,77.92,4.7,5.13,49.52,21.73,71.27,3.45,0.28,14.86,165.18,480.84,3.3,0.35,8.89,17.73,23.49
Morocco,MAR,2017,26.84,3.79,691.27,40.27,3.88,61.76,95.6,11.8,10.57,123.42,6383.47,0.13,2.85,253.6,9.3,56.3
Namibia,NAM,2017,67.72,-2.75,2.16,70.09,2.78,36.84,7.08,0.9,7.35,113.35,66.48,1.42,0.24,37.01,23.35,1.51
Netherlands,NLD,2017,47.51,2.3,77733.57,68.77,42.36,93.2,72163.83,9.13,48.57,119.32,2159.88,0.2,31.15,0.0,6.01,55.99
Nigeria,NGA,2017,16.74,-1.71,18.32,35.26,0.06,33.2,252.84,60.07,33.44,74.9,19697.94,11.99,0.37,346.4,4.51,24.88
Norway,NOR,2017,39.02,1.64,4265.58,40.4,41.03,96.36,569.37,2.77,28.94,108.38,593.57,0.3,28.39,0.0,4.68,48.08
Pakistan,PAK,2017,9.45,3.05,360.26,30.59,1.07,13.78,180.0,68.08,22.9,66.79,19819.0,3.31,2.49,279.42,3.76,10.14
Panama,PAN,2017,69.25,3.79,0.18,24.15,10.77,59.95,57.0,1.86,8.32,128.91,502.52,2.1,0.41,18.12,4.76,4.7
Peru,PER,2017,110.69,0.99,211.71,35.44,7.31,50.45,421.4,16.86,14.45,123.13,2883.89,4.5,1.4,132.59,3.74,4.63
Philippines,PHL,2017,27.04,5.06,33502.47,25.2,3.18,41.6,612.61,43.76,46.36,112.4,31141.97,1.85,11.25,162.55,2.7,78.88
Poland,POL,2017,72.45,5.13,18835.62,51.04,19.81,75.99,2431.0,18.37,32.74,130.95,6763.0,0.3,9.71,0.0,6.16,55.23
Portugal,PRT,2017,168.78,3.76,2816.24,39.66,34.68,73.79,700.15,5.19,24.42,114.13,424.68,0.4,9.56,0.0,11.07,41.38
Romania,ROU,2017,66.78,8.82,5558.6,56.77,24.14,63.75,834.45,8.92,42.9,113.71,5929.79,3.3,0.93,0.0,5.9,61.32
Russian Federation,RUS,2017,168.75,1.71,10359.16,42.24,21.37,76.01,5633.85,75.18,26.89,156.19,6688.67,0.01,10.93,0.0,5.56,28.45
Serbia,SRB,2017,50.3,2.65,396.95,43.02,21.15,70.33,180.33,3.23,25.77,123.14,3205.37,5.4,0.33,86.3,15.26,45.18
Slovak Republic,SVK,2017,60.08,2.78,8812.92,43.49,25.84,81.63,522.19,2.76,47.93,130.86,2119.83,0.2,0.1,0.0,9.67,70.86
South Africa,ZAF,2017,68.96,0.77,2197.95,34.61,1.98,56.17,1641.13,23.43,24.43,156.24,755.43,3.5,124.37,115.32,24.02,46.87
Spain,ESP,2017,113.04,2.73,14928.18,42.11,31.49,84.6,4520.61,22.98,38.7,112.71,2632.18,0.7,52.39,0.0,19.64,55.4
Thailand,THA,2017,117.62,3.75,43933.57,36.66,11.58,52.89,4121.49,39.94,41.36,171.41,6270.03,0.07,78.62,76.55,0.69,63.15
Tunisia,TUN,2017,27.76,1.15,850.81,22.49,6.79,55.5,20.95,4.16,27.57,121.36,1821.25,0.15,1.05,167.09,15.56,51.95
Turkiye,TUR,2017,81.23,6.1,4068.85,44.45,14.53,64.68,1624.0,31.86,30.82,94.77,1186.0,0.1,32.4,186.61,10.84,45.54
Ukraine,UKR,2017,88.77,2.81,1213.57,29.78,12.35,58.89,358.0,21.45,26.01,131.36,9472.0,0.03,0.01,348.36,9.35,34.85
United Kingdom,GBR,2017,129.5,1.75,73689.91,44.21,39.42,90.42,12279.69,33.94,42.93,119.73,4582.28,0.2,53.38,0.0,4.81,69.9
United States,USA,2017,15.81,1.6,154545.03,42.63,32.81,87.27,35178.0,162.45,46.57,103.13,6330.0,1.2,225.04,0.0,4.87,63.57
West Bank and Gaza,PSE,2017,23.58,-0.58,4.29,29.47,7.58,63.3,1.31,1.14,6.99,84.18,2086.58,0.06,2.89,176.14,23.94,11.9
Zambia,ZMB,2017,11.46,0.33,36.47,22.63,0.21,12.2,2.01,5.4,9.73,77.69,38.46,11.81,0.02,85.75,8.39,28.27
Argentina,ARG,2018,53.12,-3.6,647.17,35.73,19.08,77.7,2108.39,19.58,25.04,131.94,479.94,0.8,1.02,45.93,8.35,46.24
Australia,AUS,2018,160.32,1.35,5231.52,28.63,33.74,90.0,3331.03,13.01,25.98,110.65,2001.93,0.5,63.54,0.0,5.59,20.64
Austria,AUT,2018,165.04,1.93,16673.59,44.41,28.52,87.48,1466.53,4.61,45.26,124.25,2956.93,0.6,9.58,0.0,5.5,61.18
Bangladesh,BGD,2018,8.36,6.08,31.74,13.28,4.92,23.44,46.54,67.16,5.26,98.83,13501.93,2.88,9.02,210.11,4.37,1.87
Belgium,BEL,2018,87.45,1.33,28164.34,56.54,39.33,88.65,2759.59,5.09,50.59,99.99,11435.5,0.1,11.82,0.0,7.09,52.3
Brazil,BRA,2018,107.87,0.98,11062.94,58.56,14.86,70.43,5315.11,104.08,34.48,99.64,2698.77,5.3,31.14,201.99,12.93,40.88
Bulgaria,BGR,2018,94.77,3.43,2011.48,36.07,26.75,64.78,183.51,3.36,30.62,117.84,2193.59,0.9,0.43,0.0,6.16,44.69
Canada,CAN,2018,228.42,1.34,30479.68,37.74,39.01,94.64,11567.47,20.14,36.36,89.67,1268.19,0.2,77.62,0.0,6.34,55.74
Chile,CHL,2018,51.6,2.14,667.73,41.8,17.38,84.9,1730.6,8.87,19.63,134.64,66.54,0.25,13.78,47.01,6.95,9.19
China,CHN,2018,83.84,6.25,731318.63,20.45,28.75,59.2,23979.58,778.67,41.45,116.39,28675.98,0.4,139.91,504.42,4.47,60.53
Colombia,COL,2018,42.02,0.64,603.55,36.31,13.55,64.13,1257.28,25.53,22.61,130.92,5818.77,4.5,4.45,164.52,8.87,39.13
Costa Rica,CRI,2018,64.25,1.66,1148.83,32.45,16.56,73.48,503.37,2.34,14.42,168.54,560.37,1.5,0.09,27.88,7.73,51.03
Cote d'Ivoire,CIV,2018,1.96,2.19,78.79,24.6,0.69,37.55,2.71,9.16,14.99,132.61,307.65,11.4,0.47,67.47,3.27,23.46
Croatia,HRV,2018,140.01,3.72,1011.94,52.02,27.1,75.29,269.1,1.82,24.53,105.48,3662.77,0.4,0.77,7.68,11.21,45.61
